Tournament,Stage,Match Type,Team A,Team B,Team A Winrate vs B,Team A Recent H2H vs B,Team A H2H Count,Team A Recent H2H Count,Team A Winrate,Team A Elo,Team A International Elo,Team A LAN Winrate,Team B Winrate vs A,Team B Recent H2H vs A,Team B H2H Count,Team B Recent H2H Count,Team B Winrate,Team B Elo,Team B International Elo,Team B LAN Winrate,Team A K/D Ratio,Team B K/D Ratio,Team A Average Damage,Team B Average Damage,Team A Average Combat Score,Team B Average Combat Score,Team A Average First Kills,Team B Average First Kills,Team A Average First Deaths Per Round,Team B Average First Deaths Per Round,Team A Rating,Team B Rating,Team A KAST,Team B KAST,Team A Clutch Success,Team B Clutch Success,Is LAN,Same Region,Team A Roster Stability,Team B Roster Stability,Roster stability delta,Team A Map Pool Strength,Team B Map Pool Strength,Map pool strength delta,Team A Map Pool Differential,Team B Map Pool Differential,Map pool differential delta,Team A Win
Valorant Masters Toronto 2025,Playoffs,Lower Round 1,Xi Lai Gaming,G2 Esports,50.0,50.0,0,0,73.33333333333333,1588.252663400723,1483.6659791365485,0.0,50.0,50.0,0,0,80.0,1719.1389177068654,1508.8252583771794,42.73504273504274,1.142442922752056,1.2151981203981204,134.42858899786145,133.58033630857162,203.16614964756607,206.49784568372803,2.968499550271996,3.9787200598965304,0.0966394424289161,0.09604338798456445,1.059861617570596,1.0952400131458957,73.88513420131066,75.7687212134271,47.666666666666664,40.04833333333333,1,0,94.34457089987966,95.6104628711071,-1.2658919712274468,63.87180071390598,70.49217246013583,-6.620371746229857,40.566378066378064,23.943191311612356,16.623186754765708,0
Valorant Masters Toronto 2025,Playoffs,Lower Round 1,Rex Regum Qeon,FNATIC,50.0,50.0,0,0,60.0,1543.2145959691532,1481.4276200381667,0.0,50.0,50.0,0,0,66.66666666666666,1590.4651792785644,1538.954084387944,41.584158415841586,1.0307067069039204,1.109252448574817,126.87527955956439,135.41552522526206,193.8644407781188,202.56969281206122,3.870656623734023,3.5595500892869314,0.10065824206982102,0.10343910426805164,0.9812282109015855,1.0346926065649749,71.67353713159905,71.81147780095148,38.32828042328042,36.95112313612314,1,0,96.01749854459506,95.88836076211172,0.1291377824833404,53.17999829627736,49.08268492582218,4.097313370455183,10.97069597069597,34.53418404398797,-23.563488073292,0
Valorant Masters Toronto 2025,Playoffs,Upper Semifinals,Wolves Esports,Gen.G,50.0,50.0,0,0,46.666666666666664,1522.2395824427097,1543.4149306183654,75.0,50.0,50.0,0,0,73.33333333333333,1620.9209470624244,1550.0240510636534,61.46788990825688,0.9902036295575769,1.270412491212491,129.68778144891866,134.5004514929515,195.48356883856883,206.832122969623,2.9708628700733963,3.790498112998113,0.10102142583815517,0.08755163077663078,0.9994392532071104,1.096531944906945,69.98459783741738,75.3755882080882,46.75,44.5100752422181,1,0,94.81651086122538,95.03311263304249,-0.2166017718171105,54.23809523809523,61.872053872053876,-7.633958633958649,0.0,12.171717171717166,-12.171717171717166,1
Valorant Masters Toronto 2025,Playoffs,Upper Semifinals,Sentinels,Paper Rex,50.0,50.0,0,0,66.66666666666666,1651.1729066442629,1580.7465693983522,61.46788990825688,50.0,50.0,0,0,80.0,1657.1151016049487,1570.072410174445,61.46788990825688,1.1938100797350797,1.1911037906537907,132.7928019203019,135.89433621933622,205.81752062752062,206.13511359011358,3.74450456950457,3.9734239834239835,0.09787662615162615,0.08818302623302623,1.0858420107670108,1.0787845765345765,75.74120416620417,74.43026103526104,36.80904761904762,41.11539682539683,1,0,94.3581200641647,95.58055461948787,-1.2224345553231757,61.48247585747585,55.15707821590175,6.325397641574099,20.587745587745587,11.195144724556494,9.392600863189093,0
Valorant Masters Toronto 2025,Playoffs,Lower Round 2,Gen.G,G2 Esports,50.0,50.0,0,0,66.66666666666666,1595.388371320458,1529.643645391506,57.264957264957275,50.0,50.0,0,0,80.0,1731.9417898254862,1527.3795000598288,64.1025641025641,1.2550077293077293,1.2711887963887962,133.08259435009435,135.39851812675343,204.68033725533726,209.30950069538306,3.8178790653790653,3.693405374581845,0.08587305934805936,0.09546063740181387,1.0889248020498021,1.1152167031225855,75.2035643985644,76.46102890573479,43.586605854463,42.78611111111111,1,0,94.77966866576025,95.24813882386614,-0.46847015810588744,59.968683798471034,70.87289652703184,-10.904212728560807,18.01587301587301,23.943191311612356,-5.927318295739347,0
Valorant Masters Toronto 2025,Playoffs,Lower Round 2,Sentinels,FNATIC,100.0,100.0,3,3,60.0,1631.514933534211,1560.1323086521509,38.53211009174312,0.0,0.0,3,3,66.66666666666666,1602.2269241607353,1550.3226261083207,41.584158415841586,1.1584311623561623,1.1277979031202716,131.92499565249565,135.8987575484944,204.1839023939024,203.77696553933396,3.719433344433344,3.5357117054485476,0.10030397657897658,0.1025865790155264,1.0665599594849595,1.0441673540397225,74.91442353942354,72.05753840701209,36.41460317460317,37.20890091390092,1,0,94.06904331923276,95.59883464103582,-1.52979132180306,60.31939254161477,49.65986394557822,10.659528596036544,18.820068820068812,34.656084656084666,-15.836015836015854,0
Valorant Masters Toronto 2025,Playoffs,Upper Final,Paper Rex,Wolves Esports,50.0,50.0,0,0,80.0,1676.7730747150006,1590.6866709206463,78.63247863247864,50.0,50.0,0,0,53.333333333333336,1547.772158184676,1563.7953362905128,80.0,1.1869046564546566,0.9947985013524487,135.32810245310245,129.7930404634352,204.7532954082954,193.6654491804492,3.8980993080993085,3.1930850922956187,0.08828692233692234,0.10037555300450036,1.0739014596514596,1.003743302993303,74.66922207422208,70.06562464825623,41.82095238095238,44.714285714285715,1,0,95.7158977844158,94.78595773233963,0.9299400520761765,56.22204105522807,55.86419753086419,0.35784352436387934,11.076097105508875,9.722222222222221,1.3538748832866538,1
Valorant Masters Toronto 2025,Playoffs,Lower Round 3,G2 Esports,FNATIC,33.33333333333334,33.33333333333334,1,1,80.0,1740.455778410287,1541.068126389158,61.46788990825688,66.66666666666666,66.66666666666666,1,1,66.66666666666666,1616.970664541107,1564.3065137928636,63.44086021505376,1.2778173678173677,1.130131236453605,135.95502606326136,135.72375754849438,209.6250562509386,203.75613220600061,3.561024422200893,3.6232117054485475,0.09390508184625831,0.10083657901552638,1.1209341634400458,1.0419173540397224,76.78706065176654,71.98670507367875,41.71944444444444,37.67890091390091,1,0,95.30988932222365,95.60750594125727,-0.2976166190336187,70.33698513961671,49.64732506371414,20.689660075902573,24.49874686716791,35.84656084656085,-11.347813979392939,0
Valorant Masters Toronto 2025,Playoffs,Lower Final,Wolves Esports,FNATIC,50.0,50.0,0,0,53.333333333333336,1534.8746274941795,1545.3402421659375,80.0,50.0,50.0,0,0,73.33333333333333,1643.7941117634489,1582.9707959395635,63.44086021505376,0.9895540569080042,1.1526673669897354,130.13526268565744,136.80394402868086,194.00322695822697,205.30857975844816,3.1930850922956187,3.82600890824575,0.1001977752267226,0.09800208018102755,0.9989877474377474,1.0566119927343611,70.45229131492289,72.81281229978597,40.845238095238095,39.81223424723425,1,0,94.72777529674363,95.59419573169318,-0.8664204349495463,52.981788326615906,50.77508586280517,2.2067024638107355,8.820346320346317,37.40601503759399,-28.58566871724767,0
Valorant Masters Toronto 2025,Playoffs,Grand Final,Paper Rex,FNATIC,66.66666666666666,66.66666666666666,1,1,80.0,1689.670605405497,1609.1417650452215,78.63247863247864,33.333333333333336,33.333333333333336,1,1,73.33333333333333,1657.721837483212,1600.813038049997,83.16831683168317,1.1723194712694713,1.1494967130822393,135.19550986050984,136.7640716203874,204.44070281570282,205.27444897694897,3.8995807895807895,3.894589450510503,0.08940544085544086,0.09718868305184095,1.0700496077996078,1.0523440501506292,74.48181466681467,72.5968633364686,40.17333333333333,40.74223424723425,1,0,95.78650682061216,95.68781930188534,0.09868751872681969,57.35623498411222,51.29251700680272,6.063717977309501,10.194964349376113,37.142857142857146,-26.94789279348103,1
Valorant Masters Bangkok 2025,Playoffs,Upper Semifinals,EDward Gaming,T1,50.0,50.0,0,0,60.0,1626.9019460429295,1597.180730928261,100.0,50.0,50.0,0,0,46.666666666666664,1544.0243735655815,1526.4421079028964,60.0,1.0930412435059496,1.036009287009287,134.5759290004801,129.31022422022423,205.688339110723,198.58338698338696,3.8944908777726117,3.439216339216339,0.09825228821173093,0.10798578828578828,1.041697744612915,0.9772578643578644,72.07057825559373,69.71755688755688,36.05,36.78379953379953,1,0,96.1805234602137,95.35040950828767,0.8301139519260374,53.318181818181806,51.4041514041514,1.9140304140304067,24.77272727272728,16.666666666666668,8.106060606060613,1
Valorant Masters Bangkok 2025,Playoffs,Upper Semifinals,Team Vitality,G2 Esports,50.0,50.0,0,0,46.666666666666664,1508.4586222129435,1521.519259220077,61.46788990825688,50.0,50.0,0,0,80.0,1713.632331187945,1522.403844242458,57.264957264957275,1.0548379564879566,1.275036741036741,128.18166925666927,136.02568133391662,197.3453095053095,210.6193582452406,3.269255466755467,3.463588524764995,0.10572711085211087,0.09493642087759735,1.0016230806230806,1.1209626534685357,70.73739362489363,76.99446805917394,35.11034632034632,42.214682539682535,1,0,94.34463583383248,95.31124585876624,-0.9666100249337575,54.18449197860964,68.64531251528156,-14.460820536671918,20.984848484848477,24.69482529854047,-3.7099768136919913,0
Valorant Masters Bangkok 2025,Playoffs,Upper Final,EDward Gaming,G2 Esports,50.0,50.0,2,2,60.0,1637.3179544553661,1608.0493798052955,100.0,50.0,50.0,2,2,80.0,1723.02669109519,1542.3529235453357,57.264957264957275,1.0921579101726162,1.2474340474340475,134.43370677825786,136.0916745999099,205.32556133294523,210.1069003327827,3.8700464333281674,3.5491104102868807,0.09926062154506426,0.0932865892277657,1.040583855724026,1.115097333603216,72.36113381114929,76.71770038240626,36.11666666666667,40.62420634920635,1,0,96.19048174141187,95.38394071701705,0.8065410243948179,53.96423248882265,69.01980203032834,-15.055569541505683,25.984848484848477,25.23948760790866,0.7453608769398166,0
Valorant Masters Bangkok 2025,Playoffs,Lower Round 1,T1,Team Vitality,33.333333333333336,33.333333333333336,1,1,46.666666666666664,1533.6083651531449,1515.573459025862,64.1025641025641,66.66666666666666,66.66666666666666,1,1,40.0,1499.0642623056985,1501.5701799171993,57.264957264957275,1.035994472194472,1.0480587357087356,129.13726125726126,128.29912957412958,198.58783142783145,197.5357856957857,3.5095867095867095,3.1021558996558998,0.10607097347097348,0.10711816424316424,0.9796837902837903,0.9997471787471787,69.54533466533466,70.72758121508122,37.11627816627817,35.71367965367965,1,0,95.38104644705663,94.3260939079162,1.0549525391404302,50.38690476190476,53.0,-2.613095238095241,19.345238095238095,18.863636363636367,0.48160173160172803,1
Valorant Masters Bangkok 2025,Playoffs,Lower Final,EDward Gaming,T1,66.66666666666666,66.66666666666666,1,1,60.0,1622.1540404404395,1584.3120248584487,75.24752475247524,33.33333333333334,33.33333333333334,1,1,53.333333333333336,1545.8606107938922,1528.6256120374712,61.46788990825688,1.065480987095693,1.0771910533910534,133.67678370133478,130.529398009398,203.6879544953384,201.60526732526733,3.9414994247811586,3.7567661967661965,0.10085036513480786,0.10221114441114441,1.024706932647103,1.0039709697709698,71.61036458038006,70.62259962259962,31.2125,36.53654401154402,1,0,96.09108747066392,95.52282691239846,0.5682605582654645,52.48745963031678,51.199704688076785,1.2877549422399923,25.2886002886003,12.698412698412703,12.590187590187597,0
Valorant Masters Bangkok 2025,Playoffs,Grand Final,G2 Esports,T1,50.0,50.0,0,0,80.0,1738.1906051101166,1566.0902784921825,78.63247863247864,50.0,50.0,0,0,60.0,1570.183158458951,1551.804009351798,84.40366972477064,1.2469930217930216,1.107955155955156,136.69680280503812,132.07837236837238,210.34587469175705,204.0721904021904,3.5921873333638037,3.8475354275354277,0.0913994097405862,0.09923934953934954,1.118974256680139,1.0220376364376365,76.68077730548319,71.30747141747142,41.47420634920635,38.32500555000555,1,0,95.36762393161302,95.31747076322314,0.05015316838988326,69.71011458084755,52.973544973544975,16.73656960730257,24.256228807312386,8.253968253968258,16.00226055334413,0
Valorant Champions 2025,Group Stage,Opening (A),Paper Rex,Xi Lai Gaming,50.0,50.0,0,0,80.0,1707.8366528123343,1628.6624167963996,100.0,50.0,50.0,0,0,66.66666666666666,1575.449791282102,1465.111737453899,0.0,1.1547012376512378,1.1112121535212867,134.27442723942724,132.7565673589727,202.69910737410737,199.47011235152877,4.042600732600733,3.1326021143745604,0.0916533041033041,0.09920563916515333,1.0597504625004626,1.0376237416627985,73.78551837051836,72.70462091955304,38.568138528138526,32.83333333333333,1,0,95.8896048782105,93.85328280213915,2.0363220760713574,58.29810619900133,62.61591478696741,-4.317808587966077,12.110862460926397,38.29365079365079,-26.182788332724392,1
Valorant Champions 2025,Group Stage,Opening (A),GIANTX,Sentinels,50.0,50.0,0,0,46.666666666666664,1520.1782294522402,1500.0,50.0,50.0,50.0,0,0,60.0,1616.7711931538392,1546.148420967608,22.93577981651376,1.012919958636135,1.1580644956894957,128.1718383686031,131.5657363932364,194.59857016621723,203.8287172087172,3.6270076328899856,3.581655566655567,0.10836012652924418,0.10229656917156918,0.9752684073007603,1.0689488483738485,70.00482692688574,75.09664576164576,30.155218855218855,38.2384126984127,1,0,94.70698310732173,94.12971622840067,0.5772668789210655,48.890419344964805,60.12736928399579,-11.236949939030985,23.021885521885523,22.66622266622267,0.35566285566285316,1
Valorant Champions 2025,Group Stage,Opening (C),NRG,EDward Gaming,50.0,50.0,0,0,60.0,1544.1190813613257,1478.8195787949066,33.33333333333333,50.0,50.0,0,0,53.333333333333336,1597.8314927753806,1561.133627544122,54.12844036697248,1.1263210128794492,1.0562912435059493,131.5293467861115,133.28430506885616,199.5438648030676,203.14778355516745,3.3493628473349832,4.034832758114492,0.10220053161206413,0.10120592069036342,1.041271052811997,1.0213804369206072,74.07580996717994,71.33104834106383,37.93666666666666,29.347777777777775,1,0,93.95626846528684,95.9691819286312,-2.0129134633443613,42.22222222222222,51.101025671161416,-8.878803448939195,0.0,23.792873792873788,-23.792873792873788,1
Valorant Champions 2025,Group Stage,Opening (C),Team Liquid,DRX,50.0,50.0,0,0,60.0,1602.8795916778515,1471.0081718912543,38.53211009174312,50.0,50.0,0,0,53.333333333333336,1589.066660891888,1564.775014840136,45.87155963302752,1.0902970121582352,1.0681412669202144,133.03415788975386,127.45989121989122,202.72501299869722,195.55463733147946,3.819527377793632,3.7035035919246444,0.09650741639394891,0.09871885385569597,1.022202938802397,1.0101516187516189,72.89892214625186,72.46527024632287,36.68745361781076,33.92941798941799,1,0,94.98109950334577,95.17460025995715,-0.19350075661137112,63.56206973129025,60.72495579537832,2.8371139359119297,22.81119465329993,39.375901875901874,-16.564707222601946,0
Valorant Champions 2025,Group Stage,Opening (D),Dragon Ranger Gaming,T1,50.0,50.0,0,0,53.333333333333336,1562.7205614511183,1500.0,50.0,50.0,50.0,0,0,66.66666666666666,1589.8908313683805,1565.9629153462583,83.16831683168317,1.021629638226697,1.1086800236800236,131.78646090137687,132.23234062234062,199.90367898441428,204.35367188367186,3.7229789056259643,4.1343079143079144,0.09714517129695702,0.09690601620601622,0.993609715331354,1.029667266067266,72.99772555875496,71.65138676138676,15.0,35.55137917637918,1,0,97.1147374216288,95.5488853924587,1.5658520291701024,57.571428571428584,52.901420308383095,4.670008263045489,13.809523809523805,22.138400814871407,-8.328877005347602,0
Valorant Champions 2025,Group Stage,Opening (D),G2 Esports,Team Heretics,50.0,50.0,0,0,73.33333333333333,1718.4829322006872,1551.9313724977221,61.46788990825688,50.0,50.0,0,0,60.0,1566.290615910435,1518.004306119246,38.53211009174312,1.2199234247234247,1.071147616653499,136.0026636108989,130.58365647424472,209.12865857454094,199.859069166128,3.904275245451716,3.47691693926988,0.09183164417282065,0.09168642686289745,1.1097508134566958,0.9962490072019484,76.06099708570297,71.43741530800354,37.97420634920635,37.44648148148148,1,0,95.35151675735403,93.85616419283151,1.4953525645225199,68.76158466819223,57.065527065527064,11.696057602665164,23.48684210526315,30.512820512820504,-7.0259784075573535,0
Valorant Champions 2025,Group Stage,Opening (B),Bilibili Gaming,MIBR,50.0,50.0,0,0,66.66666666666666,1590.036607954169,1440.580983376466,15.596330275229356,50.0,50.0,0,0,46.666666666666664,1505.1851553409274,1459.5638714076747,0.0,1.1569011283092552,1.0259766307766307,133.20851265091977,124.81393569393569,206.98988479586004,188.95422133422136,3.9950044652057035,3.433041773041773,0.09955242927007632,0.1106841602841603,1.0924823618160306,0.9396320198320198,73.66428108613094,70.31987863987864,27.4484126984127,35.772383357383355,1,0,96.45617780556206,94.24935938694905,2.206818418613011,48.7504224830428,42.95659295659296,5.793829526449841,15.772854596384006,39.26767676767677,-23.49482217129276,0
Valorant Champions 2025,Group Stage,Opening (B),Rex Regum Qeon,FNATIC,33.33333333333334,33.33333333333334,1,1,53.333333333333336,1531.4528510869823,1470.05907831779,0.0,66.66666666666666,66.66666666666666,1,1,66.66666666666666,1639.555790076375,1581.2923862988189,77.06422018348624,1.0226282755313716,1.144963379748906,125.54978936348594,136.5979312695102,191.96640156243254,204.95918581905423,3.7843821139301013,4.0426596259491,0.10179549697178181,0.0963535953325427,0.9733458579604091,1.0500545764664186,71.07353713159905,72.12370544173176,37.66542328042328,38.823715728715726,1,0,95.74595042338416,95.64798582945234,0.09796459393182033,52.08751393534003,50.20210409745294,1.8854098378870887,15.375457875457876,37.16269841269842,-21.787240537240542,0
Valorant Champions 2025,Group Stage,Winner's (A),Paper Rex,GIANTX,50.0,50.0,0,0,86.66666666666667,1720.5644463572432,1639.886529623061,100.0,50.0,50.0,0,0,53.333333333333336,1537.4647635391084,1515.395882320985,100.0,1.164277306027306,1.0282020099181863,134.7776751026751,128.11029990706461,203.77090224590222,195.07036503801208,4.05969474969475,3.785981991864345,0.08988578273578275,0.10543704960616725,1.0641094368594368,0.9821402021725552,74.20876623376624,70.42021154227037,39.015757575757576,31.905218855218855,1,0,95.82418103735036,94.77881233830645,1.0453686990439053,58.79156010230179,51.25541125541125,7.5361488468905335,13.221973572037504,26.262626262626256,-13.040652690588752,1
Valorant Champions 2025,Group Stage,Winner's (C),DRX,NRG,50.0,50.0,0,0,53.333333333333336,1609.8613784377183,1579.5047017422107,45.87155963302752,50.0,50.0,0,0,60.0,1567.1866169657171,1503.4712467199563,50.0,1.0956503578293053,1.0893295598879964,127.89928515928517,131.930771287536,196.170394907237,199.9410158002186,3.6744126828337356,3.31574461371675,0.09640370234054445,0.10502389343542595,1.0244667702667702,1.0280858676268119,73.26042176147439,73.54390113527111,34.47608465608466,36.944074074074074,1,0,95.36722094855654,94.35481090618187,1.0124100423746683,61.23957832291166,43.01075268817204,18.22882563473962,39.74627224627224,25.0,14.746272246272241,0
Valorant Champions 2025,Group Stage,Winner's (D),Team Heretics,T1,50.0,50.0,0,0,60.0,1594.5310636354627,1539.9511210226642,42.73504273504274,50.0,50.0,0,0,66.66666666666666,1608.329965488621,1582.2107595232105,83.16831683168317,1.0557743972802796,1.1068704998705,130.90274479333303,132.08419247419246,199.32687543393425,204.56425389425388,3.4501363124892537,3.964995744995745,0.09276904794551853,0.09651977281977282,0.9961065570594982,1.0312069486069486,71.1912614618497,72.04450845450846,37.34092592592593,36.66047008547009,1,0,93.86034644265837,95.57238786304526,-1.712041420386896,57.829608033689674,54.49302715738702,3.336580876302655,31.428571428571416,23.328877005347593,8.099694423223823,1
Valorant Champions 2025,Group Stage,Winner's (B),MIBR,FNATIC,50.0,50.0,0,0,53.333333333333336,1529.974749862251,1478.4722145941516,33.33333333333333,50.0,50.0,0,0,66.66666666666666,1653.5262174114646,1595.0994414279303,78.63247863247864,1.0629422873422874,1.1507582515437778,126.20464276464277,135.91075178233072,190.3897768897769,204.10277556264398,3.313445813445813,4.083685266974741,0.10952052392052392,0.09491769789664527,0.9562542420542421,1.0495930380048801,70.78977762977765,71.87755159557791,36.57238335738336,39.66260461760462,1,0,93.68440497987282,95.6686942195112,-1.9842892396383718,44.165337586390216,51.07142857142857,-6.906090985038354,41.119528619528616,32.6984126984127,8.421115921115913,0
Valorant Champions 2025,Group Stage,Elimination (C),Team Liquid,EDward Gaming,50.0,50.0,2,2,60.0,1582.0848741320212,1456.2784849891796,15.596330275229356,50.0,50.0,2,2,53.333333333333336,1574.7639571709892,1536.4819596190723,31.19266055045871,1.0997081232693462,1.046846799061505,133.0849912230872,132.80388178843288,202.8589018875861,201.99222799961188,3.7967496000158536,4.016843340125074,0.09602408306061558,0.10070856619300891,1.0358001610246192,1.012232288772459,73.21864436847409,71.06914357915906,37.558882189239334,28.512037037037036,1,0,95.88424529842264,95.99591189867226,-0.11166660024962027,63.03540100250626,50.730808110487246,12.304592892019016,19.239766081871355,19.348429348429345,-0.10866326655798986,1
Valorant Champions 2025,Group Stage,Elimination (A),Xi Lai Gaming,Sentinels,33.33333333333334,33.33333333333334,1,1,60.0,1562.721997737193,1453.8876246272375,0.0,66.66666666666666,66.66666666666666,1,1,53.333333333333336,1599.484659066971,1530.752538646623,24.752475247524753,1.0976360851452183,1.1525327496577495,132.50489083037309,130.63081575831578,198.79353115494757,202.33427276427275,3.0259354477078935,3.472131757131757,0.10083877525982789,0.10078863266363267,1.0266178245030353,1.0667980547230547,72.33815149154515,75.05855052355052,33.955555555555556,37.48920634920635,1,0,93.59942596644036,94.08831202063541,-0.48888605419504927,61.35002139495078,58.905723905723896,2.4442974892268836,40.97222222222222,20.346320346320347,20.625901875901874,1
Valorant Champions 2025,Group Stage,Elimination (B),Bilibili Gaming,Rex Regum Qeon,50.0,50.0,0,0,60.0,1565.2470134328455,1421.6726401899891,15.596330275229356,50.0,50.0,0,0,53.333333333333336,1517.4824237518926,1456.2520231886785,0.0,1.1001603875685146,0.9993252452283412,130.68999413240127,124.37638869008529,202.33062553660076,190.51387630990726,3.9431526133538517,3.690779420327408,0.10095983667748373,0.10447899865528348,1.0572231025567713,0.957342490957042,72.1309477527976,70.38027113833306,24.086309523809526,37.852089947089944,1,0,95.68248813308503,95.82694514235101,-0.14445700926597738,47.94990723562152,50.3834706959707,-2.433563460349184,16.753246753246753,27.38095238095238,-10.627705627705627,0
Valorant Champions 2025,Group Stage,Elimination (D),G2 Esports,Dragon Ranger Gaming,50.0,50.0,0,0,66.66666666666666,1690.2424844756595,1529.9845575943039,42.73504273504274,50.0,50.0,0,0,53.333333333333336,1544.281427330878,1483.7521558230478,0.0,1.2018721426721428,1.0138653284623873,134.73086873910404,131.6188786594669,207.22003386591624,198.8248911056264,3.801244942421413,3.977524360171419,0.09447033881151529,0.09654761442261443,1.0967951025009848,0.9931872494607789,75.3812768059827,72.94939233968645,37.08253968253968,30.25,1,0,94.82711509001103,97.11474638150231,-2.28763129149128,68.00085963701524,55.43650793650794,12.564351700507302,22.296365914786964,10.833333333333329,11.463032581453636,1
Valorant Champions 2025,Group Stage,Decider (C),DRX,Team Liquid,66.66666666666666,66.66666666666666,1,1,46.666666666666664,1594.5992700240631,1562.975071978269,45.87155963302752,33.33333333333334,33.33333333333334,1,1,60.0,1595.3983469542834,1472.9633624993764,31.19266055045871,1.1025050586840062,1.0945564204829685,128.50484071484073,132.34876831287048,196.53748892433103,201.35446432308663,3.6120195204405734,3.8504131707072884,0.098450710887553,0.09491778791097677,1.0215009583009584,1.0304276120050113,73.09460979566242,73.0000685170809,35.406640211640216,36.722147495361774,1,0,95.38366102129864,95.86286054083111,-0.47919951953247164,60.941655941655945,62.76057846019335,-1.8189225185374056,38.88047138047137,22.438419280524545,16.442052099946824,1
Valorant Champions 2025,Group Stage,Decider (A),GIANTX,Xi Lai Gaming,50.0,50.0,0,0,53.333333333333336,1530.434747140539,1506.4705710632943,50.0,50.0,50.0,0,0,60.0,1577.7556868206495,1470.4482746623182,18.47826086956522,1.034860129576306,1.1007471962563293,128.32824862501334,132.16728399276624,195.25868412633116,198.74908671050312,3.907349513231866,3.085194706967153,0.10233448550360316,0.09912937355042618,0.9892370682694213,1.0270024398876507,70.41280413486295,72.51763867103233,30.843314093314095,30.59166666666667,1,0,94.9303422473791,93.59624841359943,1.3340938337796757,50.175438596491226,61.76864801864802,-11.593209422156797,26.666666666666668,44.11324786324787,-17.446581196581203,1
Valorant Champions 2025,Group Stage,Decider (D),T1,G2 Esports,66.66666666666666,66.66666666666666,1,1,60.0,1587.5360542392675,1559.7900253480464,77.06422018348624,33.333333333333336,33.333333333333336,1,1,66.66666666666666,1702.3020277082228,1547.338804306427,64.1025641025641,1.0826140896140897,1.169084263884264,130.47507566507565,133.11268692092221,202.1784989084989,204.24427629015864,4.0242550042550045,3.6376085787850494,0.09473059903059904,0.0979854903266668,1.019577318977319,1.0795829812888635,71.58410959410959,74.51461013931603,35.01761294261294,36.2510582010582,1,0,95.50021213078108,95.45427619654963,0.04593593423145137,52.86213971008643,68.64022764659636,-15.778087936509927,20.551099227569814,21.370570695513493,-0.8194714679436785,0
Valorant Champions 2025,Group Stage,Decider (B),MIBR,Rex Regum Qeon,50.0,50.0,0,0,46.666666666666664,1521.0169888415353,1469.2733835661113,27.173913043478265,50.0,50.0,0,0,53.333333333333336,1532.9404275514664,1468.5029014013032,20.238095238095237,1.0631352697984278,1.0281906047054654,125.5256953962217,125.7353429384513,189.7273708747393,193.0085168327831,3.164573632994686,3.763982034706493,0.10899170186538608,0.10369991368796323,0.9531840666156455,0.9780379157936434,70.60907587539167,70.86366983114353,36.17979076479076,38.07431216931217,1,0,93.68872656323458,96.02062683624803,-2.3319002730134457,42.71103896103896,50.882352941176464,-8.171313980137505,36.09307359307359,17.500000000000004,18.593073593073587,1
Valorant Champions 2025,Playoffs,Upper Quarterfinals,Paper Rex,G2 Esports,66.66666666666667,66.66666666666667,3,3,86.66666666666667,1727.5944627558126,1648.8118408807518,100.0,33.33333333333333,33.33333333333333,3,3,66.66666666666666,1715.9258077276577,1568.0552475161276,64.1025641025641,1.159963813963814,1.177084263884264,134.25426240426242,133.56523594053004,203.30860065860068,205.08427629015867,4.006520146520146,3.6940791670203432,0.09108022718022718,0.09702862758156876,1.0639229289229288,1.0887908244261186,74.10916305916307,74.82755131578661,37.97131313131313,35.691058201058205,1,0,95.8250931144463,95.37859359188484,0.4464995225614672,58.96369008375455,68.92595553840074,-9.962265454646193,16.26856803327391,21.765827612509536,-5.4972595792356245,1
Valorant Champions 2025,Playoffs,Upper Quarterfinals,FNATIC,DRX,33.33333333333334,33.33333333333334,3,3,66.66666666666666,1662.4839784321803,1604.2982724559706,78.63247863247864,66.66666666666666,66.66666666666666,3,3,53.333333333333336,1614.6452685086495,1577.9064779464875,45.87155963302752,1.120216584877111,1.100030984609932,135.08443599285704,127.33150738150738,202.3297492468545,194.27822966507176,4.061316845922109,3.5675750759961287,0.09647471544050493,0.09686552570236781,1.0388518099347046,1.0153824397824398,71.29684984119194,72.99238757344021,38.57260461760462,35.857830687830685,1,0,95.76884701254785,95.3993872692767,0.3694597432711504,51.76955529725773,61.43819143819144,-9.668636140933707,29.67775041050903,39.183501683501675,-9.505751272992644,1
Valorant Champions 2025,Playoffs,Upper Quarterfinals,Team Heretics,MIBR,50.0,50.0,0,0,60.0,1615.3249748848161,1562.3718551978284,42.73504273504274,50.0,50.0,0,0,46.666666666666664,1541.7030878165972,1489.22903112014,42.73504273504274,1.052235935741818,1.0934616101247678,131.1642832548715,125.3028515733779,200.01405492111374,190.45138019874864,3.460392722745664,3.22890929733035,0.09415366333013392,0.10706163193531615,0.9945168134697546,0.9657808032123821,71.00664607723432,71.21187307818886,37.79171957671958,38.22979076479076,1,0,93.87955300526141,93.18504951431188,0.6945034909495291,59.20323685029567,43.8470066518847,15.35623019841097,33.80952380952381,37.878787878787875,-4.069264069264065,0
