Team,Winrate,Elo,International Elo,LAN Winrate,K/D Ratio,Average Damage,Average Combat Score,Average First Kills,Average First Deaths Per Round,Rating,KAST,Clutch Success,Image Path,Region,id
NUTURN,50.0,1501.557774448931,1501.557774448931,48.101265822784804,1.0236383616383615,119.1306943056943,195.00824175824175,3.8802447552447554,0.09548176823176824,0.8938918581418581,68.22427572427573,9.064743589743589,/static/logos/nuturn-logo.png,Pacific,54
Natus Vincere,40.0,1476.2710129588015,1511.3173365239504,58.87850467289719,1.0920879105055912,132.1871700031994,199.06578998887824,3.267650943827414,0.3106756273138626,1.0119557456160397,70.7481758383229,36.32666666666667,/static/logos/natus-vincere-logo.png,EMEA,55
Ninjas In Pyjamas,33.33333333333333,1483.457301071755,1483.457301071755,34.92063492063492,0.9332323232323233,124.55218855218855,194.0824915824916,3.03030303030303,0.11063973063973065,0.9705387205387206,67.25757575757576,14.945811051693404,/static/logos/ninjas-in-pyjamas-logo.png,EMEA,56
Nongshim RedForce,80.0,1693.5150922741993,1600.436430763617,61.22448979591836,1.149417825839564,128.9330173067673,198.45270812520812,3.727371101121101,0.591840503015503,1.049495401820402,73.04506345506346,33.22228956228956,/static/logos/nongshim-redforce-logo.png,Pacific,57
Nova Esports,73.33333333333333,1576.4564147456422,1500.0,50.0,1.0196282618222021,128.84396154727185,195.1638324557608,3.9363781864710656,2.3619704235184114,0.9888604083534425,71.49796596193379,15.0,/static/logos/nova-esports-logo.png,CN,58
ONSIDE GAMING,60.0,1520.894352515678,1500.0,50.0,1.0,130.0,200.0,5.0,0.25,1.0,70.0,15.0,/static/logos/onside-gaming-logo.png,Pacific,59
OpTic Gaming,66.66666666666666,1617.59747852217,1617.59747852217,56.43564356435643,1.0220571983400157,127.73150232206734,195.2434408384873,4.016814615553006,0.093934899611912,0.9908311803779296,71.67624089618671,13.453394490499754,/static/logos/optic-gaming-logo.png,AMER,60
PCIFIC Esports,7.6923076923076925,1355.0016202606703,1500.0,50.0,0.8532318096526516,115.86216006216006,175.22013727013726,2.558521108521109,0.8087454027454029,0.8744099974099974,65.50299145299145,36.55277777777778,/static/logos/pcific-esports-logo.png,EMEA,61
Papara SuperMassive,33.33333333333333,1482.3500987494815,1482.3500987494815,31.666666666666664,1.045,132.61363636363637,199.23863636363637,3.8409090909090913,0.09869318181818182,1.0027651515151514,71.66477272727273,9.256421356421356,/static/logos/papara-supermassive-logo.png,EMEA,62
Paper Rex,66.66666666666666,1669.9355896294014,1684.8859880159282,61.22448979591836,1.2070830383348825,140.48157320506004,209.4807273807777,3.5778903907696478,1.0695249790514496,1.0718691558656341,72.65362517420374,28.150132275132275,/static/logos/paper-rex-logo.png,Pacific,63
QT DIG∞,0.0,1458.3151411758352,1500.0,50.0,1.0,130.0,200.0,5.0,0.25,1.0,70.0,15.0,/static/logos/qt-dig-logo.png,Pacific,64
Rex Regum Qeon,26.666666666666668,1413.3158923407648,1404.679821824631,17.75700934579439,1.0405927322649728,127.36583736524912,193.1026584771438,3.29547339914987,0.7879776541269189,0.9979167340829105,70.51392927334103,33.517467532467535,/static/logos/rex-regum-qeon-logo.png,Pacific,65
Sentinels,26.666666666666668,1421.3796454392043,1492.1921022099168,21.782178217821784,1.0265435973168378,126.52994264994264,193.3299345099345,3.1227857327857325,0.604197705997706,0.9913495171495171,70.77217597217597,29.652142857142856,/static/logos/sentinels-logo.png,AMER,66
