Team A,Team B,Map,Team A Wins,Played,Team A Winrate
DRX,Global Esports,Split,1,1,100.0
DRX,Gen.G,Split,1,1,100.0
DRX,Team Vitality,Split,0,1,0.0
DRX,T1,Split,1,1,100.0
DetonatioN FocusMe,Global Esports,Split,2,2,100.0
DetonatioN FocusMe,Team Secret,Split,2,2,100.0
DetonatioN FocusMe,FULL SENSE,Split,1,1,100.0
DetonatioN FocusMe,T1,Split,0,1,0.0
DetonatioN FocusMe,Paper Rex,Split,0,1,0.0
DetonatioN FocusMe,Kiwoom DRX,Split,1,1,100.0
DetonatioN FocusMe,ZETA DIVISION,Split,1,1,100.0
Dragon Ranger Gaming,TYLOO,Split,1,2,50.0
Dragon Ranger Gaming,EDward Gaming,Split,2,4,50.0
Dragon Ranger Gaming,Xi Lai Gaming,Split,0,1,0.0
Dragon Ranger Gaming,JDG Esports,Split,1,1,100.0
EDward Gaming,Giants Gaming,Split,1,2,50.0
EDward Gaming,Evil Geniuses,Split,1,1,100.0
EDward Gaming,FunPlus Phoenix,Split,2,2,100.0
EDward Gaming,Team Liquid,Split,1,1,100.0
EDward Gaming,T1,Split,1,2,50.0
EDward Gaming,G2 Esports,Split,0,1,0.0
EDward Gaming,Nova Esports,Split,1,1,100.0
EDward Gaming,Xi Lai Gaming,Split,2,4,50.0
EDward Gaming,Titan Esports Club,Split,0,1,0.0
ENVY,X10 Esports,Split,0,1,0.0
ENVY,Sentinels,Split,1,1,100.0
ENVY,Gambit Esports,Split,0,1,0.0
ENVY,LEVIATÁN,Split,0,1,0.0
ENVY,M80,Split,1,1,100.0
ENVY,MIBR,Split,0,1,0.0
Eintracht Frankfurt,Gentle Mates,Split,1,1,100.0
Eintracht Frankfurt,Eternal Fire,Split,1,1,100.0
Eintracht Frankfurt,Team Liquid,Split,0,1,0.0
Enterprise Esports,FNATIC,Split,1,1,100.0
Enterprise Esports,Fire Flux Esports,Split,1,1,100.0
Eternal Fire,PCIFIC Esports,Split,0,1,0.0
Eternal Fire,GIANTX,Split,1,2,50.0
Eternal Fire,FUT Esports,Split,0,1,0.0
Eternal Fire,Team Liquid,Split,1,1,100.0
Eternal Fire,FNATIC,Split,1,1,100.0
Eternal Fire,Joblife,Split,1,1,100.0
Evil Geniuses,LOUD,Split,1,3,33.33
Evil Geniuses,Paper Rex,Split,1,1,100.0
Evil Geniuses,G2 Esports,Split,0,1,0.0
Evil Geniuses,MIBR,Split,0,1,0.0
Evil Geniuses,LEVIATÁN,Split,0,1,0.0
F4Q,Sentinels,Split,1,2,50.0
FNATIC,KRÜ Esports,Split,0,1,0.0
FNATIC,Sentinels,Split,0,1,0.0
FNATIC,FunPlus Phoenix,Split,1,1,100.0
FNATIC,Ninjas In Pyjamas,Split,0,1,0.0
FNATIC,FUT Esports,Split,3,3,100.0
FNATIC,LOUD,Split,0,1,0.0
FNATIC,Gen.G,Split,1,1,100.0
FNATIC,G2 Esports,Split,1,1,100.0
FNATIC,Wolves Esports,Split,1,1,100.0
FNATIC,Natus Vincere,Split,2,2,100.0
FNATIC,Team Vitality,Split,1,2,50.0
FNATIC,Team Liquid,Split,2,2,100.0
FNATIC,Team Heretics,Split,1,1,100.0
FNATIC,PCIFIC Esports,Split,1,1,100.0
FNATIC,Gentle Mates,Split,0,1,0.0
FNATIC,Karmine Corp,Split,1,1,100.0
FNATIC,GIANTX,Split,1,1,100.0
FULL SENSE,ZETA DIVISION,Split,3,3,100.0
FULL SENSE,Global Esports,Split,1,1,100.0
FULL SENSE,Kiwoom DRX,Split,1,1,100.0
FULL SENSE,Nongshim RedForce,Split,1,2,50.0
FULL SENSE,Gen.G,Split,0,1,0.0
FULL SENSE,QT DIG∞,Split,1,1,100.0
FURIA,MIBR,Split,1,2,50.0
FURIA,LEVIATÁN,Split,0,3,0.0
FURIA,NRG,Split,1,1,100.0
FURIA,Sentinels,Split,2,2,100.0
FURIA,Paper Rex,Split,0,1,0.0
FURIA,G2 Esports,Split,1,2,50.0
FUT Esports,Team Liquid,Split,0,2,0.0
FUT Esports,Team Vitality,Split,1,4,25.0
FUT Esports,Natus Vincere,Split,1,2,50.0
FUT Esports,Team Heretics,Split,0,1,0.0
FUT Esports,Gentle Mates,Split,0,1,0.0
FUT Esports,Karmine Corp,Split,1,1,100.0
FUT Esports,PCIFIC Esports,Split,1,1,100.0
FUT Esports,GIANTX,Split,1,1,100.0
Fire Flux Esports,PCIFIC Esports,Split,1,1,100.0
Fire Flux Esports,Joblife,Split,1,1,100.0
Fire Flux Esports,Team Vitality,Split,1,1,100.0
FunPlus Phoenix,OpTic Gaming,Split,1,1,100.0
FunPlus Phoenix,Nova Esports,Split,0,1,0.0
FunPlus Phoenix,JDG Esports,Split,0,2,0.0
FunPlus Phoenix,TYLOO,Split,1,2,50.0
FunPlus Phoenix,Titan Esports Club,Split,0,1,0.0
G2 Esports,Sentinels,Split,4,6,66.67
G2 Esports,ZETA DIVISION,Split,1,1,100.0
G2 Esports,Paper Rex,Split,0,3,0.0
G2 Esports,MIBR,Split,1,2,50.0
G2 Esports,T1,Split,0,1,0.0
G2 Esports,LEVIATÁN,Split,1,3,33.33
G2 Esports,Nongshim RedForce,Split,0,2,0.0
G2 Esports,NRG,Split,1,1,100.0
GIANTX,Team Vitality,Split,0,1,0.0
GIANTX,Team Heretics,Split,1,1,100.0
GIANTX,Natus Vincere,Split,0,1,0.0
GIANTX,Team Liquid,Split,0,2,0.0
GIANTX,PCIFIC Esports,Split,2,2,100.0
Gambit Esports,Team Vikings,Split,1,1,100.0
Gambit Esports,Vision Strikers,Split,0,1,0.0
Gen.G,Wolves Esports,Split,0,1,0.0
Gen.G,T1,Split,1,2,50.0
Gen.G,Global Esports,Split,0,1,0.0
Gen.G,Team Secret,Split,0,1,0.0
Gen.G,Nongshim RedForce,Split,1,1,100.0
Gentle Mates,Team Liquid,Split,0,3,0.0
Gentle Mates,KOI,Split,1,1,100.0
Gentle Mates,PCIFIC Esports,Split,0,1,0.0
Gentle Mates,Team Vitality,Split,0,1,0.0
Global Esports,Paper Rex,Split,1,4,25.0
Global Esports,Team Secret,Split,2,2,100.0
Global Esports,TALON,Split,1,1,100.0
Global Esports,VARREL,Split,2,2,100.0
Global Esports,ZETA DIVISION,Split,1,1,100.0
Guild Esports,OpTic Gaming,Split,1,1,100.0
JD Gaming,Trace Esports,Split,0,1,0.0
JD Gaming,Nova Esports,Split,1,1,100.0
JDG Esports,Trace Esports,Split,0,1,0.0
JDG Esports,Titan Esports Club,Split,1,1,100.0
JDG Esports,TYLOO,Split,0,1,0.0
JDG Esports,Nova Esports,Split,0,1,0.0
Joblife,Natus Vincere,Split,0,1,0.0
Joblife,PCIFIC Esports,Split,1,1,100.0
KOI,Team Liquid,Split,0,1,0.0
KRÜ Esports,Sentinels,Split,1,1,100.0
KRÜ Esports,ZETA DIVISION,Split,0,1,0.0
KRÜ Esports,Keyd Stars,Split,1,1,100.0
KRÜ Esports,Team Liquid,Split,0,1,0.0
KRÜ Esports,OpTic Gaming,Split,0,1,0.0
KRÜ Esports,Paper Rex,Split,0,1,0.0
KRÜ Esports,LOUD,Split,1,2,50.0
KRÜ Esports,MIBR,Split,0,1,0.0
KRÜ Esports,NRG,Split,1,1,100.0
KRÜ Esports,LEVIATÁN,Split,0,1,0.0
Karmine Corp,Team Liquid,Split,0,2,0.0
Karmine Corp,Natus Vincere,Split,0,2,0.0
Keyd Stars,ZETA DIVISION,Split,1,1,100.0
Kiwoom DRX,Nongshim RedForce,Split,1,1,100.0
Kiwoom DRX,Paper Rex,Split,0,1,0.0
Kiwoom DRX,VARREL,Split,1,1,100.0
Kiwoom DRX,T1,Split,0,1,0.0
Kiwoom DRX,ZETA DIVISION,Split,1,1,100.0
LEVIATÁN,XSET,Split,0,1,0.0
LEVIATÁN,MIBR,Split,2,4,50.0
LOUD,OpTic Gaming,Split,0,1,0.0
LOUD,Team Liquid,Split,1,1,100.0
LOUD,Paper Rex,Split,1,1,100.0
LOUD,Sentinels,Split,0,2,0.0
LOUD,MIBR,Split,0,1,0.0
MIBR,Sentinels,Split,0,2,0.0
MIBR,NRG,Split,1,2,50.0
MadHood,Penguins and Frogs,Split,1,1,100.0
NORTHEPTION,XERXIA Esports,Split,0,1,0.0
NRG,Paper Rex,Split,0,2,0.0
NUTURN,Version1,Split,1,1,100.0
Natus Vincere,Team Liquid,Split,1,2,50.0
Natus Vincere,Team Heretics,Split,1,1,100.0
Natus Vincere,Team Vitality,Split,0,1,0.0
Ninjas In Pyjamas,ZETA DIVISION,Split,1,1,100.0
Nongshim RedForce,Rex Regum Qeon,Split,1,1,100.0
Nongshim RedForce,T1,Split,0,2,0.0
Nongshim RedForce,Team Secret,Split,2,2,100.0
Nongshim RedForce,ZETA DIVISION,Split,2,2,100.0
Nongshim RedForce,TALON,Split,0,1,0.0
Nongshim RedForce,Paper Rex,Split,2,3,66.67
Nongshim RedForce,Team Vitality,Split,1,1,100.0
Nova Esports,TYLOO,Split,2,3,66.67
Nova Esports,Titan Esports Club,Split,0,1,0.0
Nova Esports,Trace Esports,Split,0,2,0.0
Nova Esports,Wolves Esports,Split,1,1,100.0
Nova Esports,Xi Lai Gaming,Split,0,1,0.0
ONSIDE GAMING,Team Secret,Split,1,1,100.0
PCIFIC Esports,Team Vitality,Split,0,1,0.0
PCIFIC Esports,ULF Esports,Split,0,1,0.0
Papara SuperMassive,Paper Rex,Split,1,1,100.0
Paper Rex,The Guard,Split,1,1,100.0
Paper Rex,ZETA DIVISION,Split,0,1,0.0
Paper Rex,Team Liquid,Split,0,1,0.0
Paper Rex,Sentinels,Split,1,1,100.0
Paper Rex,Rex Regum Qeon,Split,0,1,0.0
Paper Rex,T1,Split,1,2,50.0
Paper Rex,Team Secret,Split,1,1,100.0
Paper Rex,VARREL,Split,1,2,50.0
Peeky Blinders,VICTORY,Split,0,1,0.0
Rex Regum Qeon,ZETA DIVISION,Split,1,2,50.0
Rex Regum Qeon,VARREL,Split,1,1,100.0
Sentinels,Team Liquid,Split,0,1,0.0
Sentinels,Wolves Esports,Split,1,1,100.0
T1,ZETA DIVISION,Split,0,1,0.0
T1,Team Vitality,Split,1,1,100.0
T1,Team Liquid,Split,0,1,0.0
T1,VARREL,Split,0,1,0.0
TALON,ZETA DIVISION,Split,0,1,0.0
TYLOO,Titan Esports Club,Split,3,4,75.0
Team Deadshot,VICTORY,Split,0,1,0.0
Team Heretics,Team Vitality,Split,1,1,100.0
Team Liquid,Version1,Split,1,1,100.0
Team Liquid,XERXIA Esports,Split,1,1,100.0
Team Liquid,ZETA DIVISION,Split,0,1,0.0
Team Liquid,Team Vitality,Split,1,1,100.0
Team Liquid,ULF Esports,Split,0,1,0.0
Team Secret,ZETA DIVISION,Split,0,1,0.0
Team Secret,VARREL,Split,0,1,0.0
Titan Esports Club,Trace Esports,Split,0,1,0.0
Trace Esports,Xi Lai Gaming,Split,0,1,0.0
Trace Esports,Wolves Esports,Split,1,1,100.0
Wolves Esports,Xi Lai Gaming,Split,0,2,0.0
Xipto Esports,ZETA DIVISION,Split,1,1,100.0
100 Thieves,LOUD,Summit,1,1,100.0
100 Thieves,LEVIATÁN,Summit,1,1,100.0
A Team,Wolves Esports,Summit,0,1,0.0
All Gamers,Trace Esports,Summit,1,1,100.0
All Gamers,JD Gaming,Summit,1,1,100.0
All Gamers,Titan Esports Club,Summit,0,1,0.0
BBL Esports,FUT Esports,Summit,1,1,100.0
BBL Esports,Fire Flux Esports,Summit,0,1,0.0
BESTIA,KRÜ Esports,Summit,0,1,0.0
Bilibili Gaming,TYLOO,Summit,0,1,0.0
Cloud9,LOUD,Summit,0,1,0.0
DetonatioN FocusMe,Paper Rex,Summit,0,1,0.0
Dragon Ranger Gaming,Trace Esports,Summit,0,1,0.0
EDward Gaming,JD Gaming,Summit,0,1,0.0
ENVY,LEVIATÁN,Summit,0,1,0.0
ENVY,Sentinels,Summit,1,1,100.0
Eintracht Frankfurt,GIANTX,Summit,0,1,0.0
Enterprise Esports,Gentle Mates,Summit,1,1,100.0
Enterprise Esports,Team Vitality,Summit,0,1,0.0
Eternal Fire,FNATIC,Summit,1,1,100.0
Evil Geniuses,FURIA,Summit,1,1,100.0
Evil Geniuses,KRÜ Esports,Summit,1,1,100.0
FNATIC,Team Liquid,Summit,0,1,0.0
FNATIC,Team Heretics,Summit,0,1,0.0
FULL SENSE,Global Esports,Summit,0,1,0.0
FULL SENSE,Rex Regum Qeon,Summit,0,2,0.0
FULL SENSE,QT DIG∞,Summit,1,1,100.0
FURIA,NRG,Summit,0,1,0.0
FURIA,LOUD,Summit,0,1,0.0
FUT Esports,Team Liquid,Summit,1,1,100.0
Fire Flux Esports,PCIFIC Esports,Summit,1,1,100.0
Fire Flux Esports,Team Heretics,Summit,0,1,0.0
FunPlus Phoenix,JDG Esports,Summit,1,1,100.0
Gen.G,Rex Regum Qeon,Summit,1,1,100.0
Gen.G,Global Esports,Summit,1,1,100.0
Global Esports,VARREL,Summit,1,1,100.0
JD Gaming,Nova Esports,Summit,1,1,100.0
JD Gaming,TYLOO,Summit,0,1,0.0
KRÜ Esports,Sentinels,Summit,0,1,0.0
Karmine Corp,Team Liquid,Summit,0,1,0.0
KeepBest Gaming,Titan Esports Club,Summit,0,1,0.0
Kiwoom DRX,Paper Rex,Summit,0,1,0.0
Kiwoom DRX,VARREL,Summit,1,1,100.0
LEVIATÁN,NRG,Summit,0,1,0.0
Natus Vincere,PCIFIC Esports,Summit,1,1,100.0
Natus Vincere,Team Heretics,Summit,0,1,0.0
Nongshim RedForce,Team Secret,Summit,1,1,100.0
Nova Esports,TYLOO,Summit,1,1,100.0
Nova Esports,Titan Esports Club,Summit,1,1,100.0
Paper Rex,Team Secret,Summit,1,1,100.0
Team Secret,Xipto Esports,Summit,1,1,100.0
100 Thieves,NRG,Sunset,2,2,100.0
100 Thieves,LOUD,Sunset,0,1,0.0
100 Thieves,LEVIATÁN,Sunset,0,1,0.0
100 Thieves,G2 Esports,Sunset,0,2,0.0
100 Thieves,Nongshim RedForce,Sunset,1,1,100.0
100 Thieves,Sentinels,Sunset,0,1,0.0
2Game Esports,Evil Geniuses,Sunset,1,1,100.0
2Game Esports,FURIA,Sunset,1,2,50.0
2Game Esports,Sentinels,Sunset,1,1,100.0
A Team,Trace Esports,Sunset,0,1,0.0
All Gamers,Xi Lai Gaming,Sunset,1,2,50.0
All Gamers,Dragon Ranger Gaming,Sunset,0,1,0.0
All Gamers,FunPlus Phoenix,Sunset,1,1,100.0
All Gamers,Bilibili Gaming,Sunset,0,1,0.0
All Gamers,Global Esports,Sunset,1,1,100.0
All Gamers,EDward Gaming,Sunset,0,1,0.0
All Gamers,Trace Esports,Sunset,0,1,0.0
All Gamers,JD Gaming,Sunset,1,1,100.0
All Gamers,Titan Esports Club,Sunset,1,1,100.0
All Gamers,TYLOO,Sunset,0,1,0.0
Apeks,Natus Vincere,Sunset,1,1,100.0
Apeks,Karmine Corp,Sunset,1,1,100.0
BBL Esports,Team Heretics,Sunset,1,2,50.0
BBL Esports,Gentle Mates,Sunset,2,2,100.0
BBL Esports,FUT Esports,Sunset,1,2,50.0
BBL Esports,Team Liquid,Sunset,1,1,100.0
BBL Esports,GIANTX,Sunset,0,1,0.0
BBL Esports,EDward Gaming,Sunset,1,1,100.0
BBL Esports,Natus Vincere,Sunset,1,1,100.0
BBL Esports,PCIFIC Esports,Sunset,1,1,100.0
BESTIA,KRÜ Esports,Sunset,0,1,0.0
Bilibili Gaming,Rex Regum Qeon,Sunset,1,1,100.0
Bilibili Gaming,JDG Esports,Sunset,1,1,100.0
Bilibili Gaming,EDward Gaming,Sunset,1,1,100.0
Bilibili Gaming,Dragon Ranger Gaming,Sunset,0,2,0.0
Bilibili Gaming,Team Liquid,Sunset,1,1,100.0
Bilibili Gaming,Sentinels,Sunset,0,1,0.0
Bilibili Gaming,Trace Esports,Sunset,1,1,100.0
Bilibili Gaming,TYLOO,Sunset,0,1,0.0
Cloud9,G2 Esports,Sunset,0,1,0.0
Cloud9,LOUD,Sunset,0,1,0.0
Cloud9,Evil Geniuses,Sunset,0,1,0.0
DRX,Sentinels,Sunset,0,1,0.0
DRX,Team Heretics,Sunset,0,1,0.0
DRX,MIBR,Sunset,0,1,0.0
DRX,FNATIC,Sunset,1,1,100.0
DetonatioN FocusMe,TALON,Sunset,1,1,100.0
DetonatioN FocusMe,T1,Sunset,1,2,50.0
DetonatioN FocusMe,Kiwoom DRX,Sunset,0,1,0.0
DetonatioN FocusMe,Sharper Esports,Sunset,1,1,100.0
Dragon Ranger Gaming,T1,Sunset,0,1,0.0
Dragon Ranger Gaming,FunPlus Phoenix,Sunset,0,1,0.0
Dragon Ranger Gaming,Xi Lai Gaming,Sunset,1,1,100.0
Dragon Ranger Gaming,Titan Esports Club,Sunset,1,1,100.0
Dragon Ranger Gaming,Wolves Esports,Sunset,0,1,0.0
Dragon Ranger Gaming,Trace Esports,Sunset,1,1,100.0
EDward Gaming,Paper Rex,Sunset,1,1,100.0
EDward Gaming,Trace Esports,Sunset,2,3,66.67
EDward Gaming,Sentinels,Sunset,1,1,100.0
EDward Gaming,Team Heretics,Sunset,1,1,100.0
EDward Gaming,Team Liquid,Sunset,1,1,100.0
EDward Gaming,Titan Esports Club,Sunset,2,2,100.0
EDward Gaming,TYLOO,Sunset,0,1,0.0
EDward Gaming,Nova Esports,Sunset,0,1,0.0
EDward Gaming,Wolves Esports,Sunset,1,1,100.0
ENVY,MIBR,Sunset,1,2,50.0
ENVY,FURIA,Sunset,1,1,100.0
Eternal Fire,Karmine Corp,Sunset,0,1,0.0
Evil Geniuses,LEVIATÁN,Sunset,0,1,0.0
Evil Geniuses,FURIA,Sunset,1,1,100.0
Evil Geniuses,KRÜ Esports,Sunset,1,1,100.0
FNATIC,KRÜ Esports,Sunset,0,1,0.0
FNATIC,Sentinels,Sunset,0,2,0.0
FNATIC,NRG,Sunset,0,1,0.0
FNATIC,GIANTX,Sunset,2,3,66.67
FNATIC,Gen.G,Sunset,0,1,0.0
FNATIC,Paper Rex,Sunset,0,1,0.0
FULL SENSE,ZETA DIVISION,Sunset,0,1,0.0
FULL SENSE,Rex Regum Qeon,Sunset,1,2,50.0
FULL SENSE,Gen.G,Sunset,1,1,100.0
FULL SENSE,ONSIDE GAMING,Sunset,0,1,0.0
FURIA,Sentinels,Sunset,0,1,0.0
FURIA,LEVIATÁN,Sunset,1,1,100.0
FUT Esports,Paper Rex,Sunset,0,1,0.0
FUT Esports,Gentle Mates,Sunset,2,2,100.0
FUT Esports,GIANTX,Sunset,1,2,50.0
Fire Flux Esports,Team Heretics,Sunset,1,1,100.0
FunPlus Phoenix,Wolves Esports,Sunset,2,2,100.0
FunPlus Phoenix,Xi Lai Gaming,Sunset,0,1,0.0
FunPlus Phoenix,Trace Esports,Sunset,1,1,100.0
FunPlus Phoenix,Nova Esports,Sunset,0,1,0.0
FunPlus Phoenix,JDG Esports,Sunset,0,1,0.0
FunPlus Phoenix,KeepBest Gaming,Sunset,1,1,100.0
G2 Esports,NRG,Sunset,1,1,100.0
G2 Esports,Sentinels,Sunset,1,1,100.0
G2 Esports,Nongshim RedForce,Sunset,1,1,100.0
G2 Esports,LOUD,Sunset,0,1,0.0
G2 Esports,M80,Sunset,1,1,100.0
GIANTX,Sentinels,Sunset,1,1,100.0
GIANTX,Paper Rex,Sunset,0,1,0.0
GIANTX,Team Vitality,Sunset,1,1,100.0
GIANTX,Team Liquid,Sunset,0,2,0.0
GIANTX,Natus Vincere,Sunset,1,1,100.0
Gen.G,Rex Regum Qeon,Sunset,1,3,33.33
Gen.G,MIBR,Sunset,1,1,100.0
Gen.G,Wolves Esports,Sunset,0,1,0.0
Gen.G,ZETA DIVISION,Sunset,1,1,100.0
Gen.G,Global Esports,Sunset,1,1,100.0
Gentle Mates,PCIFIC Esports,Sunset,1,1,100.0
Gentle Mates,Natus Vincere,Sunset,1,1,100.0
Global Esports,Rex Regum Qeon,Sunset,1,1,100.0
Global Esports,Nongshim RedForce,Sunset,0,1,0.0
JD Gaming,Trace Esports,Sunset,0,1,0.0
JDG Esports,Titan Esports Club,Sunset,1,1,100.0
JDG Esports,TYLOO,Sunset,0,1,0.0
KOI,Karmine Corp,Sunset,0,1,0.0
KRÜ Esports,NRG,Sunset,1,1,100.0
KRÜ Esports,LEVIATÁN,Sunset,1,1,100.0
KRÜ Esports,LOUD,Sunset,0,1,0.0
KRÜ Esports,Sentinels,Sunset,1,1,100.0
KRÜ Esports,MIBR,Sunset,0,1,0.0
Karmine Corp,Natus Vincere,Sunset,0,1,0.0
Karmine Corp,Team Liquid,Sunset,1,1,100.0
Karmine Corp,Paper Rex,Sunset,0,1,0.0
Karmine Corp,Team Heretics,Sunset,1,1,100.0
KeepBest Gaming,Titan Esports Club,Sunset,1,1,100.0
Kiwoom DRX,Team Secret,Sunset,0,1,0.0
Kiwoom DRX,VARREL,Sunset,0,1,0.0
Kiwoom DRX,ONSIDE GAMING,Sunset,1,1,100.0
Kiwoom DRX,ZETA DIVISION,Sunset,0,1,0.0
Kiwoom DRX,Sharper Esports,Sunset,1,1,100.0
LEVIATÁN,Trace Esports,Sunset,1,1,100.0
LEVIATÁN,Team Vitality,Sunset,1,1,100.0
LEVIATÁN,Team Heretics,Sunset,0,1,0.0
LEVIATÁN,MIBR,Sunset,2,2,100.0
LEVIATÁN,NRG,Sunset,1,1,100.0
LOUD,MIBR,Sunset,0,1,0.0
MIBR,Team Heretics,Sunset,1,1,100.0
MIBR,Team Liquid,Sunset,0,1,0.0
MIBR,NRG,Sunset,1,1,100.0
NRG,Sentinels,Sunset,0,1,0.0
Natus Vincere,Team Liquid,Sunset,0,1,0.0
Natus Vincere,Team Vitality,Sunset,1,1,100.0
Natus Vincere,Team Heretics,Sunset,0,1,0.0
Nongshim RedForce,Team Secret,Sunset,0,1,0.0
Nongshim RedForce,ZETA DIVISION,Sunset,0,1,0.0
Nongshim RedForce,Rex Regum Qeon,Sunset,1,1,100.0
Nova Esports,Xi Lai Gaming,Sunset,0,1,0.0
Nova Esports,Trace Esports,Sunset,0,1,0.0
Nova Esports,Titan Esports Club,Sunset,1,1,100.0
PCIFIC Esports,Team Vitality,Sunset,0,1,0.0
Paper Rex,Xi Lai Gaming,Sunset,1,1,100.0
Paper Rex,ZETA DIVISION,Sunset,0,1,0.0
Paper Rex,T1,Sunset,1,2,50.0
Paper Rex,Team Liquid,Sunset,1,1,100.0
Paper Rex,Sentinels,Sunset,1,1,100.0
Paper Rex,VARREL,Sunset,0,2,0.0
Rex Regum Qeon,Team Secret,Sunset,1,1,100.0
Rex Regum Qeon,T1,Sunset,0,2,0.0
Rex Regum Qeon,TALON,Sunset,1,1,100.0
Rex Regum Qeon,Sharper Esports,Sunset,1,1,100.0
Sentinels,Xi Lai Gaming,Sunset,1,1,100.0
T1,Team Heretics,Sunset,0,1,0.0
T1,ZETA DIVISION,Sunset,1,1,100.0
TALON,Team Vitality,Sunset,0,1,0.0
TYLOO,Trace Esports,Sunset,1,1,100.0
TYLOO,Titan Esports Club,Sunset,1,1,100.0
Team Secret,Xipto Esports,Sunset,1,1,100.0
Team Vitality,Trace Esports,Sunset,1,1,100.0
Titan Esports Club,Trace Esports,Sunset,1,2,50.0
Titan Esports Club,Wolves Esports,Sunset,0,1,0.0
Xipto Esports,ZETA DIVISION,Sunset,0,1,0.0
